1,1499,1816
2,6308,21383
3,474,2361
4,10365,15217
5,6174,35170
6,3223,246
7,108,20597
8,501,40174
9,3168,3924
10,26398,28041
11,15306,6918
12,4485,21907
13,26131,1274
14,1497,17089
15,32,1692
16,1192,56020
17,1033,10065
18,13951,4189
19,838,28300
20,3427,36624
21,1689,353
22,5763,2539
23,609,69737
24,3187,32474
25,276,19908
26,1557,4775
27,6642,3709
28,205,38450
29,29,2489
30,8252,19223
31,2846,3966
32,13674,4892
33,1576,1785
34,3194,34974
35,555,29324
36,25237,1156
37,2523,12724
38,7487,18041
39,2193,10338
40,5239,22675
41,8898,11101
42,1545,11138
43,442,4317
44,2796,60484
45,448,21358
46,1515,18489
47,3111,45895
48,4973,5994
49,808,23745
50,8267,2544
51,728,88532
52,2252,32069
53,3633,10190
54,13566,4328
55,1366,11080
56,145,25171
57,1102,12891
58,7739,26065
59,2742,5009
60,12565,3704
61,1043,14468
62,1102,13798
63,9602,13379
64,9916,4454
65,6013,26758
66,3232,2404
67,7065,28072
68,691,6011
69,18676,34362
70,8982,2222
71,3481,14266
72,3015,13399
73,3189,18083
74,9773,28809
75,10817,12305
76,6412,16422
77,1967,84062
78,636,11919
79,19315,7214
80,23103,13536
81,6523,58057
82,28581,9703
83,9083,23828
84,3213,7689
85,958,11835
86,9006,26076
87,949,13532
88,16386,5340
89,28899,86327
90,425,14849
91,4966,1108
92,4063,58965
93,14178,4270
94,1607,31416
95,1132,8810
96,14393,34405
97,6738,7454
98,141,63407
99,2382,2070
100,879,6034
