1,144587,167205
2,58847,305282
3,32006,22408
4,24135,2841
5,32834,26817
6,17095,114285
7,55520,84034
8,24944,234715
9,61053,32764
10,26581,126230
11,34869,19542
12,26591,81816
13,103670,213992
14,62171,34577
15,4611,763
16,22846,12501
17,8854,10102
18,123254,25668
19,16967,7453
20,43030,83281
21,2485,123769
22,1748,133622
23,18127,121950
24,38611,11711
25,23939,116972
26,19655,71999
27,35734,26544
28,36263,64826
29,8337,36735
30,50446,2359
31,22093,160888
32,26791,32424
33,1710,16114
34,10874,146153
35,79381,17089
36,27632,55028
37,60115,33818
38,7095,410507
39,11793,149128
40,31463,356523
41,14027,36248
42,12221,182681
43,25772,166261
44,23764,2753
45,25848,127621
46,26966,361458
47,101975,30595
48,34868,6410
49,15645,3144
50,532,20534
51,26791,276916
52,10445,108071
53,12666,2952
54,38053,71900
55,65511,127447
56,15182,27819
57,36554,99017
58,40581,79283
59,19327,146748
60,53053,267260
61,48222,74863
62,2079,277953
63,30213,451
64,107390,217308
65,33898,22786
66,105354,7103
67,50625,5933
68,937,331492
69,51572,154777
70,22906,32900
71,3806,349204
72,16527,56753
73,52412,225520
74,7823,13066
75,30760,77484
76,38229,65178
77,43483,114274
78,4069,50541
79,40086,1471
80,81976,2471
81,545,173935
82,44702,55684
83,4243,139301
84,21764,37903
85,48053,19477
86,20653,263971
87,53231,22105
88,43518,100542
89,50404,212128
90,23720,101134
91,29511,1538
92,17811,62066
93,55391,200045
94,16815,34499
95,92468,34827
96,13489,145508
97,44225,142560
98,3438,16241
99,18519,29101
100,28584,171871
